Player_match_SK,PlayerMatch_key,Match_Id,Player_Id,Player_Name,DOB,Batting_hand,Bowling_skill,Country_Name,Role_Desc,Player_team,Opposit_Team,Season_year,Age_As_on_match
22796,82971200237,829712,237,KM Jadhav,3/26/1985,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Chennai Super Kings,2015,30
22797,82971200260,829712,260,MA Agarwal,2/16/1991,Right-hand bat,N/A,India,Player,Delhi Daredevils,Chennai Super Kings,2015,24
22798,82971200360,829712,360,CM Gautam,03-08-1986,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Chennai Super Kings,2015,29
22799,82971200371,829712,371,NM Coulter-Nile,10-11-1987,Right-hand bat,Right-arm fast,Australia,Player,Delhi Daredevils,Chennai Super Kings,2015,28
22800,82971200386,829712,386,Imran Tahir,3/27/1979,Right-hand bat,Legbreak googly,India,Player,Delhi Daredevils,Chennai Super Kings,2015,36
22801,82971200393,829712,393,SS Iyer,12-06-1994,Right-hand bat,Legbreak googly,India,Player,Delhi Daredevils,Chennai Super Kings,2015,21
22802,82971200404,829712,404,DJ Muthuswami,03-09-1981,Right-hand bat,Right-arm medium,India,Player,Delhi Daredevils,Chennai Super Kings,2015,34
22803,82971200002,829712,2,BB McCullum,9/27/1981,Right-hand bat,Right-arm medium,New Zealand,Player,Chennai Super Kings,Delhi Daredevils,2015,34
22804,82971200020,829712,20,MS Dhoni,07-07-1981,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Delhi Daredevils,2015,34
22805,82971200021,829712,21,SK Raina,11/27/1986,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Delhi Daredevils,2015,29
22806,82971200035,829712,35,RA Jadeja,12-06-1988,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Delhi Daredevils,2015,27
22807,82971200071,829712,71,DJ Bravo,10-07-1983,Right-hand bat,Right-arm medium-fast,West Indies,Player,Chennai Super Kings,Delhi Daredevils,2015,32
22808,82971200073,829712,73,A Nehra,4/29/1979,Right-hand bat,Left-arm medium-fast,India,Player,Chennai Super Kings,Delhi Daredevils,2015,36
22809,82971200147,829712,147,DR Smith,04-12-1983,Right-hand bat,Right-arm medium,West Indies,Player,Chennai Super Kings,Delhi Daredevils,2015,32
22810,82971200201,829712,201,R Ashwin,9/17/1986,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Delhi Daredevils,2015,29
22811,82971200303,829712,303,F du Plessis,7/13/1984,Right-hand bat,Legbreak,South Africa,Player,Chennai Super Kings,Delhi Daredevils,2015,31
22812,82971200359,829712,359,IC Pandey,8/15/1989,Right-hand bat,Right-arm medium,India,Player,Chennai Super Kings,Delhi Daredevils,2015,26
22813,82971200364,829712,364,MM Sharma,9/18/1988,Right-hand bat,Right-arm medium,India,Player,Chennai Super Kings,Delhi Daredevils,2015,27
22814,82971400080,829714,80,DS Kulkarni,12-10-1988,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Kings XI Punjab,2015,27
22815,82971400085,829714,85,AM Rahane,06-06-1988,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Kings XI Punjab,2015,27
22816,82971400255,829714,255,STR Binny,06-03-1984,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Kings XI Punjab,2015,31
22817,82971400306,829714,306,SPD Smith,06-02-1989,Right-hand bat,Legbreak googly,India,Captain,Rajasthan Royals,Kings XI Punjab,2015,26
22818,82971400310,829714,310,JP Faulkner,4/29/1990,Right-hand bat,Left-arm fast-medium,Australia,Player,Rajasthan Royals,Kings XI Punjab,2015,25
22819,82971400339,829714,339,KK Nair,12-06-1991,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Kings XI Punjab,2015,24
22820,82971400350,829714,350,CH Morris,4/30/1987,Right-hand bat,Right-arm fast-medium,South Africa,Player,Rajasthan Royals,Kings XI Punjab,2015,28
22821,82971400351,829714,351,SV Samson,11-11-1994,Right-hand bat,N/A,India,Keeper,Rajasthan Royals,Kings XI Punjab,2015,21
22822,82971400370,829714,370,PV Tambe,10-08-1971,Right-hand bat,Legbreak,India,Player,Rajasthan Royals,Kings XI Punjab,2015,44
22823,82971400377,829714,377,TG Southee,12-11-1988,Right-hand bat,Right-arm medium-fast,New Zealand,Player,Rajasthan Royals,Kings XI Punjab,2015,27
22824,82971400394,829714,394,DJ Hooda,4/19/1995,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Kings XI Punjab,2015,20
22825,82971400041,829714,41,V Sehwag,10/20/1978,Right-hand bat,Right-arm offbreak,India,Player,Kings XI Punjab,Rajasthan Royals,2015,37
22826,82971400062,829714,62,WP Saha,10/24/1984,Right-hand bat,N/A,India,Keeper,Kings XI Punjab,Rajasthan Royals,2015,31
22827,82971400185,829714,185,M Vijay,04-01-1984,Right-hand bat,Right-arm offbreak,India,Player,Kings XI Punjab,Rajasthan Royals,2015,31
22828,82971400197,829714,197,GJ Bailey,09-07-1982,Right-hand bat,Right-arm medium,Australia,Captain,Kings XI Punjab,Rajasthan Royals,2015,33
22829,82971400305,829714,305,GJ Maxwell,10/14/1988,Right-hand bat,Right-arm offbreak,Australia,Player,Kings XI Punjab,Rajasthan Royals,2015,27
22830,82971400320,829714,320,DA Miller,06-10-1989,Left-hand bat,Right-arm offbreak,South Africa,Player,Kings XI Punjab,Rajasthan Royals,2015,26
22831,82971400357,829714,357,MG Johnson,11-02-1981,Left-hand bat,Left-arm fast,Australia,Player,Kings XI Punjab,Rajasthan Royals,2015,34
22832,82971400367,829714,367,Sandeep Sharma,5/18/1993,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rajasthan Royals,2015,22
22833,82971400374,829714,374,AR Patel,1/20/1994,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Rajasthan Royals,2015,21
22834,82971400392,829714,392,Karanveer Singh,11-08-1987,Right-hand bat,Legbreak googly,India,Player,Kings XI Punjab,Rajasthan Royals,2015,28
22835,82971400395,829714,395,Anureet Singh,03-02-1988,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Rajasthan Royals,2015,27
22836,82971600002,829716,2,BB McCullum,9/27/1981,Right-hand bat,Right-arm medium,New Zealand,Player,Chennai Super Kings,Sunrisers Hyderabad,2015,34
22837,82971600020,829716,20,MS Dhoni,07-07-1981,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Sunrisers Hyderabad,2015,34
22838,82971600021,829716,21,SK Raina,11/27/1986,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Sunrisers Hyderabad,2015,29
22839,82971600035,829716,35,RA Jadeja,12-06-1988,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Sunrisers Hyderabad,2015,27
22840,82971600071,829716,71,DJ Bravo,10-07-1983,Right-hand bat,Right-arm medium-fast,West Indies,Player,Chennai Super Kings,Sunrisers Hyderabad,2015,32
22841,82971600073,829716,73,A Nehra,4/29/1979,Right-hand bat,Left-arm medium-fast,India,Player,Chennai Super Kings,Sunrisers Hyderabad,2015,36
22842,82971600147,829716,147,DR Smith,04-12-1983,Right-hand bat,Right-arm medium,West Indies,Player,Chennai Super Kings,Sunrisers Hyderabad,2015,32
22843,82971600201,829716,201,R Ashwin,9/17/1986,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Sunrisers Hyderabad,2015,29
22844,82971600303,829716,303,F du Plessis,7/13/1984,Right-hand bat,Legbreak,South Africa,Player,Chennai Super Kings,Sunrisers Hyderabad,2015,31
22845,82971600359,829716,359,IC Pandey,8/15/1989,Right-hand bat,Right-arm medium,India,Player,Chennai Super Kings,Sunrisers Hyderabad,2015,26
22846,82971600364,829716,364,MM Sharma,9/18/1988,Right-hand bat,Right-arm medium,India,Player,Chennai Super Kings,Sunrisers Hyderabad,2015,27
22847,82971600042,829716,42,S Dhawan,12-05-1985,Left-hand bat,Right-arm offbreak,India,Player,Sunrisers Hyderabad,Chennai Super Kings,2015,30
22848,82971600084,829716,84,I Sharma,09-02-1988,Right-hand bat,Right-arm fast-medium,India,Player,Sunrisers Hyderabad,Chennai Super Kings,2015,27
22849,82971600161,829716,161,RS Bopara,05-04-1985,Right-hand bat,Right-arm medium,England,Player,Sunrisers Hyderabad,Chennai Super Kings,2015,30
22850,82971600166,829716,166,KV Sharma,10/23/1987,Left-hand bat,Legbreak googly,India,Player,Sunrisers Hyderabad,Chennai Super Kings,2015,28
22851,82971600183,829716,183,NV Ojha,7/20/1983,Right-hand bat,N/A,India,Keeper,Sunrisers Hyderabad,Chennai Super Kings,2015,32
22852,82971600187,829716,187,DA Warner,10/27/1986,Left-hand bat,Legbreak,Australia,Captain,Sunrisers Hyderabad,Chennai Super Kings,2015,29
22853,82971600299,829716,299,B Kumar,02-05-1990,Right-hand bat,Right-arm medium,India,Player,Sunrisers Hyderabad,Chennai Super Kings,2015,25
22854,82971600354,829716,354,KL Rahul,4/18/1992,Right-hand bat,N/A,India,Player,Sunrisers Hyderabad,Chennai Super Kings,2015,23
22855,82971600366,829716,366,Parvez Rasool,2/13/1989,Right-hand bat,Right-arm offbreak,India,Player,Sunrisers Hyderabad,Chennai Super Kings,2015,26
22856,82971600396,829716,396,KS Williamson,08-08-1990,Right-hand bat,Right-arm offbreak,New Zealand,Player,Sunrisers Hyderabad,Chennai Super Kings,2015,25
22857,82971600458,829716,458,TA Boult,7/22/1989,Right-hand bat,Left-arm fast-medium,New Zealand,Player,Sunrisers Hyderabad,Chennai Super Kings,2015,26
22858,82971800008,829718,8,V Kohli,11-05-1988,Right-hand bat,Right-arm medium,India,Captain,Royal Challengers Bangalore,Kolkata Knight Riders,2015,27
22859,82971800088,829718,88,KD Karthik,06-01-1985,Right-hand bat,N/A,India,Keeper,Royal Challengers Bangalore,Kolkata Knight Riders,2015,30
22860,82971800110,829718,110,AB de Villiers,2/17/1984,Right-hand bat,Right-arm medium,South Africa,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2015,31
22861,82971800162,829718,162,CH Gayle,9/21/1979,Left-hand bat,Right-arm offbreak,West Indies,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2015,36
22862,82971800236,829718,236,Mandeep Singh,12/18/1991,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2015,24
22863,82971800246,829718,246,AN Ahmed,11-05-1988,Right-hand bat,Right-arm medium-fast,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2015,27
22864,82971800296,829718,296,VR Aaron,10/29/1989,Right-hand bat,Right-arm fast,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2015,26
22865,82971800311,829718,311,HV Patel,11/23/1990,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2015,25
22866,82971800362,829718,362,DJG Sammy,12/20/1983,Right-hand bat,Right-arm medium-fast,West Indies,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2015,32
22867,82971800382,829718,382,YS Chahal,7/23/1990,Right-hand bat,Legbreak googly,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2015,25
22868,82971800397,829718,397,SA Abbott,2/29/1992,Right-hand bat,Right-arm fast-medium,New Zealand,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2015,23
22869,82971800031,829718,31,YK Pathan,11/17/1982,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2015,33
22870,82971800040,829718,40,G Gambhir,10/14/1981,Left-hand bat,Legbreak,India,Captain,Kolkata Knight Riders,Royal Challengers Bangalore,2015,34
22871,82971800046,829718,46,RV Uthappa,11-11-1985,Right-hand bat,Right-arm medium,India,Keeper,Kolkata Knight Riders,Royal Challengers Bangalore,2015,30
22872,82971800067,829718,67,PP Chawla,12/24/1988,Left-hand bat,Legbreak,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2015,27
22873,82971800096,829718,96,MK Pandey,09-10-1989,Right-hand bat,Right-arm medium,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2015,26
22874,82971800190,829718,190,M Morkel,10-06-1984,Left-hand bat,Right-arm fast,South Africa,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2015,31
22875,82971800276,829718,276,Shakib Al Hasan,3/24/1987,Left-hand bat,Slow left-arm orthodox,Bangladesh,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2015,28
22876,82971800308,829718,308,SA Yadav,9/14/1990,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2015,25
22877,82971800315,829718,315,SP Narine,5/26/1988,Left-hand bat,Right-arm offbreak,West Indies,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2015,27
22878,82971800334,829718,334,AD Russell,4/29/1988,Right-hand bat,Right-arm fast,West Indies,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2015,27
22879,82971800422,829718,422,KC Cariappa,4/13/1994,Right-hand bat,Legbreak,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2015,21
22880,82972000027,829720,27,Yuvraj Singh,12-12-1981,Left-hand bat,Slow left-arm orthodox,India,Player,Delhi Daredevils,Rajasthan Royals,2015,34
22881,82972000087,829720,87,MK Tiwary,11/14/1985,Right-hand bat,Legbreak googly,India,Player,Delhi Daredevils,Rajasthan Royals,2015,30
22882,82972000136,829720,136,A Mishra,11/24/1982,Right-hand bat,Legbreak,India,Player,Delhi Daredevils,Rajasthan Royals,2015,33
22883,82972000154,829720,154,JP Duminy,4/14/1984,Left-hand bat,Right-arm offbreak,South Africa,Captain,Delhi Daredevils,Rajasthan Royals,2015,31
22884,82972000191,829720,191,AD Mathews,06-02-1987,Right-hand bat,Right-arm fast-medium,Sri Lanka,Player,Delhi Daredevils,Rajasthan Royals,2015,28
22885,82972000237,829720,237,KM Jadhav,3/26/1985,Right-hand bat,Right-arm offbreak,India,Keeper,Delhi Daredevils,Rajasthan Royals,2015,30
22886,82972000260,829720,260,MA Agarwal,2/16/1991,Right-hand bat,N/A,India,Player,Delhi Daredevils,Rajasthan Royals,2015,24
22887,82972000346,829720,346,JD Unadkat,10/18/1991,Right-hand bat,Left-arm medium,India,Player,Delhi Daredevils,Rajasthan Royals,2015,24
22888,82972000371,829720,371,NM Coulter-Nile,10-11-1987,Right-hand bat,Right-arm fast,Australia,Player,Delhi Daredevils,Rajasthan Royals,2015,28
22889,82972000386,829720,386,Imran Tahir,3/27/1979,Right-hand bat,Legbreak googly,India,Player,Delhi Daredevils,Rajasthan Royals,2015,36
22890,82972000393,829720,393,SS Iyer,12-06-1994,Right-hand bat,Legbreak googly,India,Player,Delhi Daredevils,Rajasthan Royals,2015,21
22891,82972000080,829720,80,DS Kulkarni,12-10-1988,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Delhi Daredevils,2015,27
22892,82972000085,829720,85,AM Rahane,06-06-1988,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Delhi Daredevils,2015,27
22893,82972000255,829720,255,STR Binny,06-03-1984,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Delhi Daredevils,2015,31
22894,82972000306,829720,306,SPD Smith,06-02-1989,Right-hand bat,Legbreak googly,India,Captain,Rajasthan Royals,Delhi Daredevils,2015,26
22895,82972000310,829720,310,JP Faulkner,4/29/1990,Right-hand bat,Left-arm fast-medium,Australia,Player,Rajasthan Royals,Delhi Daredevils,2015,25
22896,82972000339,829720,339,KK Nair,12-06-1991,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Delhi Daredevils,2015,24
22897,82972000350,829720,350,CH Morris,4/30/1987,Right-hand bat,Right-arm fast-medium,South Africa,Player,Rajasthan Royals,Delhi Daredevils,2015,28
22898,82972000351,829720,351,SV Samson,11-11-1994,Right-hand bat,N/A,India,Keeper,Rajasthan Royals,Delhi Daredevils,2015,21
22899,82972000370,829720,370,PV Tambe,10-08-1971,Right-hand bat,Legbreak,India,Player,Rajasthan Royals,Delhi Daredevils,2015,44
22900,82972000377,829720,377,TG Southee,12-11-1988,Right-hand bat,Right-arm medium-fast,New Zealand,Player,Rajasthan Royals,Delhi Daredevils,2015,27
22901,82972000394,829720,394,DJ Hooda,4/19/1995,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Delhi Daredevils,2015,20
22902,82972200050,829722,50,Harbhajan Singh,07-03-1980,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kings XI Punjab,2015,35
22903,82972200057,829722,57,RG Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Kings XI Punjab,2015,28
22904,82972200081,829722,81,R Vinay Kumar,02-12-1984,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Kings XI Punjab,2015,31
22905,82972200194,829722,194,SL Malinga,8/28/1983,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Kings XI Punjab,2015,32
22906,82972200207,829722,207,AP Tare,11-07-1987,Right-hand bat,N/A,India,Keeper,Mumbai Indians,Kings XI Punjab,2015,28
22907,82972200208,829722,208,AT Rayudu,9/23/1985,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kings XI Punjab,2015,30
22908,82972200221,829722,221,KA Pollard,05-12-1987,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Kings XI Punjab,2015,28
22909,82972200254,829722,254,AJ Finch,11/17/1986,Right-hand bat,Slow left-arm orthodox,Australia,Player,Mumbai Indians,Kings XI Punjab,2015,29
22910,82972200372,829722,372,CJ Anderson,12/13/1990,Left-hand bat,Left-arm medium-fast,New Zealand,Player,Mumbai Indians,Kings XI Punjab,2015,25
22911,82972200398,829722,398,J Suchith,1/16/1994,Left-hand bat,Slow left-arm orthodox,India,Player,Mumbai Indians,Kings XI Punjab,2015,21
22912,82972200453,829722,453,P Suyal,10/15/1989,Right-hand bat,Left-arm medium,India,Player,Mumbai Indians,Kings XI Punjab,2015,26
22913,82972200041,829722,41,V Sehwag,10/20/1978,Right-hand bat,Right-arm offbreak,India,Player,Kings XI Punjab,Mumbai Indians,2015,37
22914,82972200062,829722,62,WP Saha,10/24/1984,Right-hand bat,N/A,India,Keeper,Kings XI Punjab,Mumbai Indians,2015,31
22915,82972200185,829722,185,M Vijay,04-01-1984,Right-hand bat,Right-arm offbreak,India,Player,Kings XI Punjab,Mumbai Indians,2015,31
22916,82972200197,829722,197,GJ Bailey,09-07-1982,Right-hand bat,Right-arm medium,Australia,Captain,Kings XI Punjab,Mumbai Indians,2015,33
22917,82972200305,829722,305,GJ Maxwell,10/14/1988,Right-hand bat,Right-arm offbreak,Australia,Player,Kings XI Punjab,Mumbai Indians,2015,27
22918,82972200320,829722,320,DA Miller,06-10-1989,Left-hand bat,Right-arm offbreak,South Africa,Player,Kings XI Punjab,Mumbai Indians,2015,26
22919,82972200356,829722,356,R Dhawan,2/19/1990,Right-hand bat,Right-arm medium-fast,India,Player,Kings XI Punjab,Mumbai Indians,2015,25
22920,82972200357,829722,357,MG Johnson,11-02-1981,Left-hand bat,Left-arm fast,Australia,Player,Kings XI Punjab,Mumbai Indians,2015,34
22921,82972200367,829722,367,Sandeep Sharma,5/18/1993,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Mumbai Indians,2015,22
22922,82972200374,829722,374,AR Patel,1/20/1994,Left-hand bat,Slow left-arm orthodox,India,Player,Kings XI Punjab,Mumbai Indians,2015,21
22923,82972200395,829722,395,Anureet Singh,03-02-1988,Right-hand bat,Right-arm medium,India,Player,Kings XI Punjab,Mumbai Indians,2015,27
22924,82972400008,829724,8,V Kohli,11-05-1988,Right-hand bat,Right-arm medium,India,Captain,Royal Challengers Bangalore,Sunrisers Hyderabad,2015,27
22925,82972400088,829724,88,KD Karthik,06-01-1985,Right-hand bat,N/A,India,Keeper,Royal Challengers Bangalore,Sunrisers Hyderabad,2015,30
22926,82972400110,829724,110,AB de Villiers,2/17/1984,Right-hand bat,Right-arm medium,South Africa,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,2015,31
22927,82972400162,829724,162,CH Gayle,9/21/1979,Left-hand bat,Right-arm offbreak,West Indies,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,2015,36
22928,82972400236,829724,236,Mandeep Singh,12/18/1991,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,2015,24
22929,82972400246,829724,246,AN Ahmed,11-05-1988,Right-hand bat,Right-arm medium-fast,India,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,2015,27
22930,82972400296,829724,296,VR Aaron,10/29/1989,Right-hand bat,Right-arm fast,India,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,2015,26
22931,82972400311,829724,311,HV Patel,11/23/1990,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,2015,25
22932,82972400362,829724,362,DJG Sammy,12/20/1983,Right-hand bat,Right-arm medium-fast,West Indies,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,2015,32
22933,82972400382,829724,382,YS Chahal,7/23/1990,Right-hand bat,Legbreak googly,India,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,2015,25
22934,82972400397,829724,397,SA Abbott,2/29/1992,Right-hand bat,Right-arm fast-medium,New Zealand,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,2015,23
22935,82972400014,829724,14,P Kumar,10-02-1986,Right-hand bat,Right-arm medium,India,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,2015,29
22936,82972400042,829724,42,S Dhawan,12-05-1985,Left-hand bat,Right-arm offbreak,India,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,2015,30
22937,82972400161,829724,161,RS Bopara,05-04-1985,Right-hand bat,Right-arm medium,England,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,2015,30
22938,82972400166,829724,166,KV Sharma,10/23/1987,Left-hand bat,Legbreak googly,India,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,2015,28
22939,82972400183,829724,183,NV Ojha,7/20/1983,Right-hand bat,N/A,India,Keeper,Sunrisers Hyderabad,Royal Challengers Bangalore,2015,32
22940,82972400187,829724,187,DA Warner,10/27/1986,Left-hand bat,Legbreak,Australia,Captain,Sunrisers Hyderabad,Royal Challengers Bangalore,2015,29
22941,82972400299,829724,299,B Kumar,02-05-1990,Right-hand bat,Right-arm medium,India,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,2015,25
22942,82972400325,829724,325,A Ashish Reddy,2/24/1991,Right-hand bat,Right-arm medium,India,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,2015,24
22943,82972400354,829724,354,KL Rahul,4/18/1992,Right-hand bat,N/A,India,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,2015,23
22944,82972400396,829724,396,KS Williamson,08-08-1990,Right-hand bat,Right-arm offbreak,New Zealand,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,2015,25
22945,82972400458,829724,458,TA Boult,7/22/1989,Right-hand bat,Left-arm fast-medium,New Zealand,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,2015,26
22946,82972600017,829726,17,PA Patel,03-09-1985,Left-hand bat,N/A,India,Keeper,Mumbai Indians,Rajasthan Royals,2015,30
22947,82972600057,829726,57,RG Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Rajasthan Royals,2015,28
22948,82972600081,829726,81,R Vinay Kumar,02-12-1984,Right-hand bat,Right-arm medium,India,Player,Mumbai Indians,Rajasthan Royals,2015,31
22949,82972600194,829726,194,SL Malinga,8/28/1983,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Rajasthan Royals,2015,32
22950,82972600221,829726,221,KA Pollard,05-12-1987,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Rajasthan Royals,2015,28
22951,82972600254,829726,254,AJ Finch,11/17/1986,Right-hand bat,Slow left-arm orthodox,Australia,Player,Mumbai Indians,Rajasthan Royals,2015,29
22952,82972600262,829726,262,UBT Chand,3/26/1993,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Rajasthan Royals,2015,22
22953,82972600372,829726,372,CJ Anderson,12/13/1990,Left-hand bat,Left-arm medium-fast,New Zealand,Player,Mumbai Indians,Rajasthan Royals,2015,25
22954,82972600388,829726,388,S Gopal,09-04-1993,Right-hand bat,Legbreak,India,Player,Mumbai Indians,Rajasthan Royals,2015,22
22955,82972600398,829726,398,J Suchith,1/16/1994,Left-hand bat,Slow left-arm orthodox,India,Player,Mumbai Indians,Rajasthan Royals,2015,21
22956,82972600453,829726,453,P Suyal,10/15/1989,Right-hand bat,Left-arm medium,India,Player,Mumbai Indians,Rajasthan Royals,2015,26
22957,82972600080,829726,80,DS Kulkarni,12-10-1988,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Mumbai Indians,2015,27
22958,82972600085,829726,85,AM Rahane,06-06-1988,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Mumbai Indians,2015,27
22959,82972600255,829726,255,STR Binny,06-03-1984,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Mumbai Indians,2015,31
22960,82972600306,829726,306,SPD Smith,06-02-1989,Right-hand bat,Legbreak googly,India,Captain,Rajasthan Royals,Mumbai Indians,2015,26
22961,82972600310,829726,310,JP Faulkner,4/29/1990,Right-hand bat,Left-arm fast-medium,Australia,Player,Rajasthan Royals,Mumbai Indians,2015,25
22962,82972600339,829726,339,KK Nair,12-06-1991,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Mumbai Indians,2015,24
22963,82972600350,829726,350,CH Morris,4/30/1987,Right-hand bat,Right-arm fast-medium,South Africa,Player,Rajasthan Royals,Mumbai Indians,2015,28
22964,82972600351,829726,351,SV Samson,11-11-1994,Right-hand bat,N/A,India,Keeper,Rajasthan Royals,Mumbai Indians,2015,21
22965,82972600370,829726,370,PV Tambe,10-08-1971,Right-hand bat,Legbreak,India,Player,Rajasthan Royals,Mumbai Indians,2015,44
22966,82972600377,829726,377,TG Southee,12-11-1988,Right-hand bat,Right-arm medium-fast,New Zealand,Player,Rajasthan Royals,Mumbai Indians,2015,27
22967,82972600394,829726,394,DJ Hooda,4/19/1995,Right-hand bat,Right-arm offbreak,India,Player,Rajasthan Royals,Mumbai Indians,2015,20
22968,82972800002,829728,2,BB McCullum,9/27/1981,Right-hand bat,Right-arm medium,New Zealand,Player,Chennai Super Kings,Kolkata Knight Riders,2015,34
22969,82972800020,829728,20,MS Dhoni,07-07-1981,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Kolkata Knight Riders,2015,34
22970,82972800021,829728,21,SK Raina,11/27/1986,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Kolkata Knight Riders,2015,29
22971,82972800035,829728,35,RA Jadeja,12-06-1988,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Kolkata Knight Riders,2015,27
22972,82972800071,829728,71,DJ Bravo,10-07-1983,Right-hand bat,Right-arm medium-fast,West Indies,Player,Chennai Super Kings,Kolkata Knight Riders,2015,32
22973,82972800073,829728,73,A Nehra,4/29/1979,Right-hand bat,Left-arm medium-fast,India,Player,Chennai Super Kings,Kolkata Knight Riders,2015,36
22974,82972800147,829728,147,DR Smith,04-12-1983,Right-hand bat,Right-arm medium,West Indies,Player,Chennai Super Kings,Kolkata Knight Riders,2015,32
22975,82972800303,829728,303,F du Plessis,7/13/1984,Right-hand bat,Legbreak,South Africa,Player,Chennai Super Kings,Kolkata Knight Riders,2015,31
22976,82972800322,829728,322,P Negi,01-06-1993,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Kolkata Knight Riders,2015,22
